trainer/Eval_AverageReturn,trainer/Eval_StdReturn,trainer/Eval_MaxReturn,trainer/Eval_MinReturn,trainer/Eval_AverageEpLen,trainer/Train_AverageReturn,trainer/Train_StdReturn,trainer/Train_MaxReturn,trainer/Train_MinReturn,trainer/Train_AverageEpLen,trainer/Train_EnvstepsSoFar,trainer/Train_AverageRewardSoFar,trainer/Eval_AverageRewardSoFar,trainer/TimeSinceStart,trainer/Training Loss,trainer/Initial_DataCollection_AverageReturn
-43.343163,39.96025,-12.90774,-122.25959,40.2,-172.54713,30.06939,-95.266685,-217.97687,101.0,5050,0.0,0.0,12.821741342544556,0.33907893,-172.54713
-37.648384,40.387196,-11.237867,-182.86516,33.2,-49.664677,44.81226,-9.174092,-165.40848,40.36,6059,0.0,0.0,50.86234712600708,0.37242076,-172.54713
-32.053513,19.900349,-9.62267,-66.17551,31.846153846153847,-42.443092,41.169983,-9.54328,-186.12752,38.88461538461539,7070,0.0,0.0,87.87615847587585,0.39016435,-172.54713
-24.65641,15.126168,-12.257159,-68.243195,28.133333333333333,-49.981987,40.12784,-9.565565,-145.76025,44.0,8082,0.0,0.0,124.73311638832092,0.41931924,-172.54713
-73.818504,55.072517,-11.345938,-186.00652,58.714285714285715,-42.312035,41.846798,-10.039254,-191.97157,37.32142857142857,9127,0.0,0.0,160.94172382354736,0.4262673,-172.54713
